Date,Day,DTE,EntryTime,Future,CE.Strike,CE.Open,CE.High,CE.Low,CE.Close,CE.SL.Flag,CE.SL.Time,CE.PNL,PE.Strike,PE.Open,PE.High,PE.Low,PE.Close,PE.SL.Flag,PE.SL.Time,PE.PNL
2024-03-19,Tuesday,3,09:20:00,22038.7,22000CE,112.4,113.7,37.0,39.7,False,,71.58,22000PE,134.9,236.5,127.65,215.2,True,2024-03-19 09:30:00,-28.33
2024-03-20,Wednesday,2,09:20:00,21945.25,21900CE,89.1,99.85,31.35,54.45,False,,33.76,21900PE,102.95,209.5,61.3,98.1,True,2024-03-20 09:31:00,-21.62
2024-03-21,Thursday,1,09:20:00,22074.2,22000CE,52.4,88.2,2.35,13.55,True,2024-03-21 10:05:00,-11.0,22000PE,52.75,78.55,1.5,1.7,True,2024-03-21 09:34:00,-11.08
2024-03-22,Friday,4,09:20:00,22026.4,22050CE,118.6,264.3,97.25,183.35,True,2024-03-22 10:10:00,-24.91,22050PE,139.5,192.45,51.85,73.75,True,2024-03-22 09:26:00,-29.3
2024-03-26,Tuesday,3,09:20:00,22103.2,22100CE,117.5,126.15,80.15,89.95,False,,26.37,22100PE,113.0,130.5,76.45,93.6,False,,18.27
2024-03-27,Wednesday,2,09:20:00,22088.65,22100CE,77.1,153.9,74.3,114.95,True,2024-03-27 09:27:00,-16.19,22100PE,91.4,93.9,23.1,24.35,False,,66.14
2024-03-28,Thursday,1,09:20:00,22215.0,22200CE,55.85,332.4,51.75,130.0,True,2024-03-28 09:22:00,-11.73,22200PE,41.3,42.1,0.1,0.1,False,,40.79
2024-04-01,Monday,4,09:20:00,22595.75,22500CE,138.0,154.8,87.05,100.2,False,,36.42,22500PE,126.75,143.0,100.4,113.75,False,,11.73
2024-04-02,Tuesday,3,09:20:00,22551.65,22450CE,92.7,133.45,67.15,87.8,True,2024-04-02 09:32:00,-19.47,22450PE,114.2,132.9,78.0,81.9,False,,31.16
2024-04-03,Wednesday,2,09:20:00,22467.4,22350CE,73.65,196.7,63.3,110.75,True,2024-04-03 10:02:00,-15.47,22350PE,80.05,93.0,15.45,28.15,False,,51.1
2024-04-04,Thursday,1,09:20:00,22645.0,22550CE,51.9,65.0,0.05,0.05,True,2024-04-04 13:32:00,-10.9,22550PE,51.4,285.3,15.2,35.65,True,2024-04-04 09:21:00,-10.79
2024-04-05,Friday,4,09:20:00,22512.15,22450CE,132.45,182.0,131.2,172.5,True,2024-04-05 09:25:00,-27.81,22450PE,136.15,136.65,72.1,76.65,False,,58.14
2024-04-08,Monday,3,09:20:00,22634.8,22550CE,113.95,202.9,112.6,176.2,True,2024-04-08 09:30:00,-23.93,22550PE,99.4,100.5,38.15,46.35,False,,52.06
2024-04-09,Tuesday,2,09:20:00,22780.1,22700CE,86.9,124.95,34.75,43.0,True,2024-04-09 09:45:00,-18.25,22700PE,74.15,106.6,39.45,78.6,True,2024-04-09 09:25:00,-15.57
2024-04-10,Wednesday,1,09:20:00,22760.0,22700CE,44.35,64.95,15.55,53.9,True,2024-04-10 09:24:00,-9.31,22700PE,64.85,65.1,0.1,0.15,False,,64.05
2024-04-12,Friday,4,09:20:00,22746.25,22700CE,130.1,140.0,56.85,62.1,False,,66.7,22700PE,123.9,209.2,107.2,190.95,True,2024-04-12 09:47:00,-26.02
2024-04-15,Monday,3,09:20:00,22431.2,22400CE,122.0,161.8,60.35,67.25,True,2024-04-15 10:20:00,-25.62,22400PE,131.65,165.9,80.45,144.1,True,2024-04-15 09:36:00,-27.65
2024-04-16,Tuesday,2,09:20:00,22205.5,22150CE,103.5,128.75,51.3,93.45,True,2024-04-16 09:23:00,-21.73,22150PE,89.45,128.0,56.0,65.05,True,2024-04-16 13:14:00,-18.78
2024-04-18,Thursday,1,09:20:00,22267.1,22250CE,40.8,86.95,0.05,0.05,True,2024-04-18 09:23:00,-8.57,22250PE,48.5,350.35,16.4,255.55,True,2024-04-18 09:30:00,-10.18
2024-04-19,Friday,5,09:20:00,21828.0,21850CE,171.65,381.5,167.95,340.2,True,2024-04-19 09:35:00,-36.05,21850PE,188.45,201.65,62.45,72.1,False,,114.47
2024-04-22,Monday,4,09:20:00,22246.2,22250CE,127.0,190.1,104.35,188.55,True,2024-04-22 11:34:00,-26.67,22250PE,127.4,167.6,68.0,68.65,True,2024-04-22 09:42:00,-26.75
2024-04-23,Tuesday,3,09:20:00,22393.6,22400CE,98.75,104.3,66.1,67.7,False,,30.06,22400PE,107.25,128.3,77.55,109.2,False,,-3.02
2024-04-24,Wednesday,2,09:20:00,22411.1,22400CE,84.5,129.85,56.55,67.6,True,2024-04-24 09:52:00,-17.74,22400PE,70.2,73.65,37.65,46.35,False,,23.15
2024-04-25,Thursday,1,09:20:00,22336.15,22350CE,46.15,301.7,43.5,223.85,True,2024-04-25 09:26:00,-9.69,22350PE,58.45,110.1,0.05,0.05,True,2024-04-25 10:51:00,-12.27
2024-04-26,Friday,4,09:20:00,22672.9,22600CE,129.95,147.55,70.2,84.7,False,,43.95,22600PE,128.25,207.7,120.25,176.45,True,2024-04-26 10:06:00,-26.93
2024-04-29,Monday,3,09:20:00,22630.95,22550CE,115.85,189.0,91.7,174.3,True,2024-04-29 10:30:00,-24.33,22550PE,109.35,144.6,52.5,57.9,True,2024-04-29 09:49:00,-22.96
2024-04-30,Tuesday,2,09:20:00,22763.7,22700CE,82.45,138.85,46.25,51.65,True,2024-04-30 09:36:00,-17.31,22700PE,96.4,114.6,43.2,102.0,False,,-6.56
2024-05-02,Thursday,1,09:20:00,22720.8,22650CE,69.2,110.0,0.1,0.15,True,2024-05-02 10:11:00,-14.53,22650PE,57.75,65.65,0.8,1.8,False,,55.37
2024-05-03,Friday,5,09:20:00,22859.05,22800CE,134.0,147.65,35.3,41.2,False,,91.46,22800PE,133.85,440.55,125.9,333.7,True,2024-05-03 10:06:00,-28.11
2024-05-06,Monday,4,09:20:00,22624.3,22550CE,136.85,171.5,74.85,89.15,True,2024-05-06 09:29:00,-28.74,22550PE,132.8,202.3,97.55,165.65,True,2024-05-06 09:39:00,-27.89
2024-05-07,Tuesday,3,09:20:00,22540.0,22450CE,130.5,149.3,39.55,54.15,False,,75.04,22450PE,115.6,263.35,97.25,194.3,True,2024-05-07 10:00:00,-24.28
2024-05-08,Wednesday,2,09:20:00,22320.0,22250CE,93.9,192.0,63.75,105.5,True,2024-05-08 09:25:00,-19.72,22250PE,114.5,135.0,29.65,44.2,False,,69.16
2024-05-09,Thursday,1,09:20:00,22363.35,22300CE,60.55,60.25,0.05,0.05,False,,59.89,22300PE,79.05,352.7,79.15,344.1,True,2024-05-09 09:23:00,-16.6
2024-05-10,Friday,5,09:20:00,22074.5,22000CE,179.4,263.75,153.9,184.15,True,2024-05-10 09:29:00,-37.67,22000PE,167.45,167.3,91.05,117.3,False,,48.48
2024-05-13,Monday,4,09:20:00,22055.0,22000CE,140.3,214.6,68.7,197.05,True,2024-05-13 13:53:00,-29.46,22000PE,163.45,251.0,63.25,64.35,True,2024-05-13 09:34:00,-34.32
2024-05-14,Tuesday,3,09:20:00,22223.2,22150CE,117.3,184.0,81.0,142.25,True,2024-05-14 12:53:00,-24.63,22150PE,117.5,162.0,51.85,62.25,True,2024-05-14 09:25:00,-24.68
2024-05-15,Wednesday,2,09:20:00,22338.05,22250CE,95.8,114.95,37.3,48.9,False,,45.94,22250PE,87.25,167.25,67.6,94.7,True,2024-05-15 10:00:00,-18.32
2024-05-16,Thursday,1,09:20:00,22373.0,22300CE,52.55,121.05,0.75,105.3,True,2024-05-16 09:21:00,-11.04,22300PE,68.35,264.0,0.05,0.05,True,2024-05-16 09:32:00,-14.35
2024-05-17,Friday,4,09:20:00,22446.85,22400CE,158.5,197.0,125.75,171.75,True,2024-05-17 11:49:00,-33.28,22400PE,153.6,173.45,90.55,96.95,False,,55.11
2024-05-21,Tuesday,3,09:20:00,22548.0,22500CE,123.2,172.95,90.2,118.45,True,2024-05-21 12:51:00,-25.87,22500PE,121.8,142.0,62.0,87.15,False,,33.43
2024-05-22,Wednesday,2,09:20:00,22615.7,22550CE,92.0,135.0,64.95,114.8,True,2024-05-22 14:01:00,-19.32,22550PE,97.0,137.65,40.25,43.5,True,2024-05-22 09:43:00,-20.37
2024-05-23,Thursday,1,09:20:00,22666.7,22600CE,70.65,378.15,63.85,369.15,True,2024-05-23 09:34:00,-14.84,22600PE,61.9,79.95,0.05,0.05,True,2024-05-23 09:29:00,-13.0
2024-05-24,Friday,5,09:20:00,23006.1,23000CE,175.3,204.4,143.6,156.7,False,,16.85,23000PE,169.65,194.15,117.6,144.95,False,,23.0
2024-05-27,Monday,4,09:20:00,23038.45,23050CE,137.1,214.85,74.2,106.8,True,2024-05-27 11:53:00,-28.79,23050PE,152.05,207.45,82.9,155.45,True,2024-05-27 15:00:00,-31.93
2024-05-28,Tuesday,3,09:20:00,23001.35,23000CE,127.45,144.9,72.85,77.0,False,,49.18,23000PE,129.8,167.65,107.05,146.8,True,2024-05-28 12:35:00,-27.26
2024-05-29,Wednesday,2,09:20:00,22833.95,22850CE,95.2,108.7,33.0,35.2,False,,59.05,22850PE,114.3,182.6,91.9,151.25,True,2024-05-29 10:06:00,-24.0
2024-05-30,Thursday,1,09:20:00,22689.0,22700CE,80.4,83.1,0.05,0.1,False,,79.5,22700PE,91.75,287.9,90.25,211.65,True,2024-05-30 09:24:00,-19.27
2024-05-31,Friday,5,09:20:00,22730.25,22650CE,411.3,427.95,325.4,406.35,False,,0.84,22650PE,414.9,487.45,373.8,435.45,False,,-24.7
2024-06-03,Monday,4,09:20:00,23300.0,23200CE,311.45,400.0,197.3,395.85,True,2024-06-03 15:15:00,-65.4,23200PE,329.8,369.55,263.25,292.2,False,,34.3
2024-06-04,Tuesday,3,09:20:00,22904.65,22800CE,357.6,407.55,52.55,70.15,False,,283.87,22800PE,379.2,1709.55,319.8,1014.05,True,2024-06-04 09:22:00,-79.63
2024-06-05,Wednesday,2,09:20:00,21933.8,21800CE,255.35,839.7,178.0,715.3,True,2024-06-05 09:29:00,-53.62,21800PE,238.8,270.0,9.45,12.55,False,,223.86
2024-06-06,Thursday,1,09:20:00,22720.0,22650CE,126.0,258.15,43.2,171.6,True,2024-06-06 09:22:00,-26.46,22650PE,134.5,150.2,0.05,0.05,False,,133.1
2024-06-07,Friday,5,09:20:00,22911.0,22900CE,212.95,504.55,209.25,482.3,True,2024-06-07 09:26:00,-44.72,22900PE,236.4,239.2,76.05,79.5,False,,154.54
2024-06-10,Monday,4,09:20:00,23378.5,23350CE,208.7,219.0,102.65,103.95,False,,102.66,23350PE,192.4,272.2,163.0,258.2,True,2024-06-10 09:36:00,-40.4
2024-06-11,Tuesday,3,09:20:00,23280.0,23250CE,159.3,237.7,116.65,124.3,True,2024-06-11 10:39:00,-33.45,23250PE,156.3,183.65,61.3,104.2,False,,50.54
2024-06-12,Wednesday,2,09:20:00,23349.6,23350CE,87.3,164.75,64.3,73.5,True,2024-06-12 09:40:00,-18.33,23350PE,108.75,116.25,51.55,98.3,False,,9.36
2024-06-13,Thursday,1,09:20:00,23450.0,23450CE,53.65,56.0,0.05,0.05,False,,53.06,23450PE,71.9,123.2,46.35,50.4,True,2024-06-13 09:31:00,-15.1
2024-06-14,Friday,4,09:20:00,23420.0,23400CE,136.3,174.9,103.9,145.4,True,2024-06-14 10:10:00,-28.62,23400PE,127.25,167.5,81.65,88.8,True,2024-06-14 09:23:00,-26.72
2024-06-18,Tuesday,3,09:20:00,23555.0,23550CE,97.1,127.0,77.4,92.6,True,2024-06-18 09:33:00,-20.39,23550PE,97.4,110.95,70.0,80.9,False,,15.53
2024-06-19,Wednesday,2,09:20:00,23599.55,23600CE,74.4,141.5,27.4,37.7,True,2024-06-19 14:32:00,-15.62,23600PE,84.25,219.15,52.5,131.35,True,2024-06-19 09:30:00,-17.69
2024-06-20,Thursday,1,09:20:00,23481.05,23500CE,67.35,136.0,37.0,66.7,True,2024-06-20 09:26:00,-14.14,23500PE,92.35,127.1,0.05,0.05,True,2024-06-20 09:23:00,-19.39
2024-06-21,Friday,5,09:20:00,23604.05,23600CE,141.6,152.95,67.15,74.75,False,,65.43,23600PE,135.8,250.0,120.05,197.45,True,2024-06-21 10:45:00,-28.52
2024-06-24,Monday,4,09:20:00,23389.9,23400CE,124.45,233.7,96.1,212.4,True,2024-06-24 10:09:00,-26.13,23400PE,132.25,161.15,60.8,61.5,True,2024-06-24 09:40:00,-27.77
2024-06-25,Tuesday,3,09:20:00,23581.35,23600CE,99.75,198.75,89.4,186.65,True,2024-06-25 09:49:00,-20.95,23600PE,118.5,122.65,49.8,51.3,False,,66.02
2024-06-26,Wednesday,2,09:20:00,23706.5,23700CE,101.4,227.8,80.05,183.2,True,2024-06-26 10:57:00,-21.29,23700PE,92.85,105.3,19.35,21.95,False,,69.97
2024-06-27,Thursday,1,09:20:00,23840.0,23850CE,65.5,218.75,44.95,195.65,True,2024-06-27 09:38:00,-13.75,23850PE,80.6,105.15,0.1,0.1,True,2024-06-27 09:30:00,-16.93
2024-06-28,Friday,5,09:20:00,24166.3,24100CE,167.9,215.85,117.4,131.45,True,2024-06-28 09:40:00,-35.26,24100PE,157.5,189.3,117.55,164.7,True,2024-06-28 12:50:00,-33.08
2024-07-01,Monday,4,09:20:00,24099.7,24050CE,132.75,202.8,128.35,184.75,True,2024-07-01 09:41:00,-27.88,24050PE,140.95,148.6,75.4,84.45,False,,55.09
2024-07-02,Tuesday,3,09:20:00,24233.85,24200CE,111.0,123.0,55.55,76.5,False,,33.39,24200PE,120.85,195.0,94.4,129.15,True,2024-07-02 09:30:00,-25.38
2024-07-03,Wednesday,2,09:20:00,24298.4,24250CE,81.65,138.5,75.6,98.7,True,2024-07-03 09:22:00,-17.15,24250PE,97.65,113.2,53.9,56.7,False,,39.97
2024-07-04,Thursday,1,09:20:00,24398.0,24350CE,51.6,87.95,0.05,0.05,True,2024-07-04 09:23:00,-10.84,24350PE,65.8,73.65,20.55,47.85,False,,17.29
2024-07-05,Friday,5,09:20:00,24265.0,24200CE,140.3,237.0,126.75,202.65,True,2024-07-05 10:26:00,-29.46,24200PE,132.65,138.9,53.4,67.1,False,,64.22
2024-07-08,Monday,4,09:20:00,24357.95,24300CE,124.5,138.35,85.7,126.5,False,,-3.24,24300PE,104.5,144.6,76.65,87.0,True,2024-07-08 09:41:00,-21.94
2024-07-09,Tuesday,3,09:20:00,24397.3,24350CE,104.6,168.6,101.1,140.6,True,2024-07-09 10:01:00,-21.97,24350PE,89.4,90.3,40.9,48.25,False,,40.26
2024-07-10,Wednesday,2,09:20:00,24451.6,24400CE,88.0,92.35,17.5,32.1,False,,55.02,24400PE,76.45,269.9,63.65,121.6,True,2024-07-10 09:46:00,-16.05
2024-07-11,Thursday,1,09:20:00,24379.05,24350CE,49.5,51.2,0.05,0.1,False,,48.9,24350PE,52.45,199.2,15.2,33.55,True,2024-07-11 09:32:00,-11.01
2024-07-12,Friday,4,09:20:00,24396.4,24400CE,113.85,261.85,111.85,187.85,True,2024-07-12 09:25:00,-23.91,24400PE,126.1,128.7,58.75,70.4,False,,54.44
2024-07-15,Monday,3,09:20:00,24562.9,24550CE,119.55,153.5,100.05,132.1,True,2024-07-15 10:41:00,-25.11,24550PE,109.25,119.3,66.15,74.3,False,,33.86
2024-07-16,Tuesday,2,09:20:00,24627.0,24600CE,104.05,137.7,77.85,83.85,True,2024-07-16 10:40:00,-21.85,24600PE,81.05,83.4,45.25,51.35,False,,28.89
2024-07-18,Thursday,1,09:20:00,24578.95,24550CE,60.85,303.0,32.7,254.5,True,2024-07-18 09:44:00,-12.78,24550PE,44.75,85.0,0.05,0.05,True,2024-07-18 09:28:00,-9.4
2024-07-19,Friday,5,09:20:00,24759.5,24750CE,232.0,244.3,131.05,141.95,False,,87.73,24750PE,222.75,381.5,205.35,355.05,True,2024-07-19 10:48:00,-46.78
2024-07-22,Monday,4,09:20:00,24410.8,24400CE,234.5,343.35,232.35,273.6,True,2024-07-22 09:41:00,-49.24,24400PE,225.5,225.55,135.85,167.15,False,,56.09
2024-07-23,Tuesday,3,09:20:00,24515.45,24500CE,211.7,244.25,43.8,92.6,False,,116.98,24500PE,198.7,475.75,93.3,134.5,True,2024-07-23 09:59:00,-41.73
2024-07-24,Wednesday,2,09:20:00,24445.05,24450CE,100.3,125.0,33.2,59.25,True,2024-07-24 09:35:00,-21.06,24450PE,106.8,220.35,81.25,93.95,True,2024-07-24 09:39:00,-22.43
2024-07-25,Thursday,1,09:20:00,24215.0,24200CE,81.05,223.5,70.0,203.0,True,2024-07-25 09:38:00,-17.02,24200PE,68.2,74.45,0.05,0.1,False,,67.42
2024-07-26,Friday,5,09:20:00,24505.35,24450CE,152.55,470.8,150.65,433.0,True,2024-07-26 09:37:00,-32.04,24450PE,139.75,140.9,25.9,31.05,False,,107.3
