Date,Day,DTE,EntryTime,Future,CE.Strike,CE.Open,CE.High,CE.Low,CE.Close,CE.SL.Flag,CE.SL.Time,CE.PNL,PE.Strike,PE.Open,PE.High,PE.Low,PE.Close,PE.SL.Flag,PE.SL.Time,PE.PNL
2024-02-01,Thursday,2,09:20:00,71776.14,71800CE,542.15,720.0,171.45,202.0,True,2024-02-01 10:54:00,-115.21,71800PE,574.0,624.95,222.3,317.55,False,,249.27
2024-02-02,Friday,1,09:20:00,72436.98,72500CE,205.25,812.8,0.05,0.05,True,2024-02-02 11:13:00,-43.62,72500PE,214.15,1299.3,31.2,415.25,True,2024-02-02 09:45:00,-45.51
2024-02-05,Monday,5,09:20:00,72028.13,72100CE,667.4,898.45,414.75,435.6,True,2024-02-05 09:26:00,-141.82,72100PE,695.85,892.75,472.75,784.0,True,2024-02-05 14:45:00,-147.87
2024-02-06,Tuesday,4,09:20:00,71654.86,71700CE,619.75,934.75,600.0,862.55,True,2024-02-06 09:33:00,-131.7,71700PE,596.15,608.2,321.55,329.35,False,,259.35
2024-02-07,Wednesday,3,09:20:00,72428.92,72500CE,474.8,505.0,251.75,313.05,False,,155.82,72500PE,518.5,804.4,484.45,552.2,True,2024-02-07 10:42:00,-110.18
2024-02-08,Thursday,2,09:20:00,72393.1,72400CE,407.85,423.7,27.2,42.8,False,,359.95,72400PE,360.0,1145.15,352.1,920.75,True,2024-02-08 09:42:00,-76.5
2024-02-09,Friday,1,09:20:00,71282.22,71300CE,226.8,599.95,174.0,291.75,True,2024-02-09 09:21:00,-48.2,71300PE,216.95,300.0,0.05,0.1,True,2024-02-09 09:40:00,-46.1
2024-02-12,Monday,5,09:20:00,71688.15,71800CE,586.2,612.8,303.3,332.0,False,,246.87,71800PE,616.55,1048.9,595.45,871.6,True,2024-02-12 10:00:00,-131.02
2024-02-13,Tuesday,4,09:20:00,71216.28,71300CE,575.0,744.0,472.2,651.95,True,2024-02-13 10:51:00,-122.19,71300PE,564.35,736.65,312.55,356.45,True,2024-02-13 09:23:00,-119.92
2024-02-14,Wednesday,3,09:20:00,70994.13,71100CE,445.75,1058.0,364.1,962.55,True,2024-02-14 12:30:00,-94.72,71100PE,482.0,590.0,116.85,116.9,True,2024-02-14 09:27:00,-102.42
2024-02-15,Thursday,2,09:20:00,71988.6,72000CE,385.7,436.95,217.7,394.75,False,,-13.87,72000PE,370.15,567.0,181.15,186.0,True,2024-02-15 09:31:00,-78.66
2024-02-16,Friday,1,09:20:00,72315.48,72300CE,237.6,500.0,102.65,125.8,True,2024-02-16 09:29:00,-50.49,72300PE,238.45,325.0,0.05,0.05,True,2024-02-16 09:20:00,-50.67
